id, date, year, unknown1, make, model, spec, type, color, transmission, rim, style, size, mile, zip, state
75209,2/17/2010,2007,3,KIA,RONDO V6,EX,4D WAGON,SILVER,AUTO,Alloy,OTHER ASIAN,CROSSOVER,11109,35004,AL
75210,2/17/2010,2004,6,MAZDA,MAZDA6,i,4D SEDAN I,GREEN,AUTO,Alloy,OTHER ASIAN,MEDIUM,8945,35004,AL
75211,2/17/2010,2007,3,KIA,RIO 5,SX,4D WAGON SX,BLUE,AUTO,Alloy,OTHER ASIAN,COMPACT,9674,35004,AL
75212,2/17/2010,2003,7,FORD,TAURUS,SES,4D SEDAN SES,WHITE,AUTO,NULL,AMERICAN,MEDIUM,6086,35004,AL
75213,2/17/2010,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,GREEN,MANUAL,Covers,AMERICAN,MEDIUM,8290,35004,AL
75214,2/17/2010,2005,5,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L,SILVER,AUTO,Covers,AMERICAN,VAN,8307,35004,AL
75215,2/17/2010,2007,3,CHEVROLET,AVEO,LS,4D SEDAN LS,WHITE,AUTO,Covers,AMERICAN,COMPACT,9084,35004,AL
75216,2/17/2010,2006,4,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L,SILVER,AUTO,Alloy,AMERICAN,VAN,11125,35004,AL
75217,2/17/2010,2005,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,8208,35004,AL
75218,2/17/2010,2004,6,DODGE,DURANGO 2WD V8,SLT,4D SUV 5.7L SLT,BLUE,AUTO,Alloy,AMERICAN,MEDIUM SUV,12445,35004,AL
75219,2/17/2010,2007,3,HYUNDAI,ELANTRA,GLS,4D SEDAN,WHITE,AUTO,Covers,OTHER ASIAN,MEDIUM,10781,35004,AL
75220,2/17/2010,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,GREY,AUTO,Covers,AMERICAN,COMPACT,8616,35004,AL
75221,2/17/2010,2006,4,KIA,SPECTRA,EX,4D SEDAN,GOLD,MANUAL,Covers,OTHER ASIAN,MEDIUM,8765,35004,AL
75222,2/17/2010,2007,3,PONTIAC,G6 4C,Bas,4D SEDAN,BLACK,AUTO,Covers,AMERICAN,MEDIUM,11192,35004,AL
75223,2/24/2010,2005,5,CHRYSLER,PT CRUISER,Tou,4D SEDAN,WHITE,AUTO,Covers,AMERICAN,MEDIUM,7705,35004,AL
75224,2/24/2010,2006,4,FORD,TAURUS,SEL,4D SEDAN SEL,GREEN,AUTO,Alloy,AMERICAN,MEDIUM,9110,35004,AL
75225,2/24/2010,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,WHITE,AUTO,Covers,AMERICAN,MEDIUM,9415,35004,AL
75226,2/24/2010,2006,4,CHRYSLER,300,Bas,4D SEDAN,GOLD,AUTO,Alloy,AMERICAN,SPECIALTY,13785,35004,AL
75227,2/24/2010,2004,6,CHEVROLET,MALIBU V6,Bas,4D SEDAN,GOLD,AUTO,Covers,AMERICAN,MEDIUM,7738,35004,AL
75228,2/24/2010,2008,2,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,GREY,AUTO,Covers,AMERICAN,MEDIUM,12578,35004,AL
75229,2/24/2010,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,GOLD,AUTO,Covers,AMERICAN,MEDIUM,8684,35004,AL
75230,2/24/2010,2004,6,CHEVROLET,MALIBU V6,LT,4D SEDAN LT,WHITE,AUTO,NULL,AMERICAN,MEDIUM,8727,35004,AL
75231,2/24/2010,2003,7,DODGE,CARAVAN GRAND FWD V6,Spo,MINIVAN 3.3L FFV SPORT,GOLD,AUTO,Covers,AMERICAN,VAN,6718,35004,AL
75232,2/24/2010,2005,5,PONTIAC,GRAND PRIX,GT,4D SEDAN GT,MAROON,AUTO,Alloy,AMERICAN,LARGE,10076,35004,AL
75233,2/24/2010,2005,5,FORD,FOCUS,ZX5,4D HATCHBACK ZX5 S,WHITE,AUTO,Alloy,AMERICAN,COMPACT,7966,35004,AL
75234,2/24/2010,2005,5,CHEVROLET,COBALT,Bas,4D SEDAN,BLACK,AUTO,Covers,AMERICAN,COMPACT,7335,35004,AL
75235,3/3/2010,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,10534,35004,AL
75236,3/3/2010,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,GREY,AUTO,Covers,AMERICAN,LARGE,10583,35004,AL
75237,3/3/2010,2007,3,MITSUBISHI,GALANT 4C,ES,4D SEDAN,WHITE,AUTO,Covers,OTHER ASIAN,MEDIUM,11360,35004,AL
75238,3/3/2010,2005,5,DODGE,DURANGO 2WD V8,SLT,4D SUV 4.7L SLT,SILVER,AUTO,Alloy,AMERICAN,MEDIUM SUV,12117,35004,AL
75239,3/3/2010,2008,2,SUZUKI,RENO,,4D SEDAN,BLACK,AUTO,Covers,OTHER ASIAN,COMPACT,9760,35004,AL
75240,3/3/2010,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,GREY,AUTO,Covers,AMERICAN,MEDIUM,10779,35004,AL
75241,3/3/2010,2007,3,KIA,RONDO 4C,EX,4D WAGON,SILVER,AUTO,Alloy,OTHER ASIAN,CROSSOVER,11192,35004,AL
75242,3/3/2010,2005,5,SATURN,ION,3,2D QUAD COUPE LEVEL 2,BLACK,AUTO,Alloy,AMERICAN,MEDIUM,8066,35004,AL
75243,3/3/2010,2007,3,KIA,OPTIMA 4C,EX,4D SEDAN,GREY,AUTO,Covers,OTHER ASIAN,MEDIUM,10664,35004,AL
75244,3/3/2010,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLUE,AUTO,Covers,AMERICAN,MEDIUM,11641,35004,AL
75245,3/3/2010,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,SILVER,AUTO,Alloy,AMERICAN,MEDIUM,10137,35004,AL
75246,3/3/2010,2007,3,SUZUKI,RENO,,4D SEDAN,RED,AUTO,NULL,OTHER ASIAN,COMPACT,8830,35004,AL
75247,3/10/2010,2006,4,SATURN,VUE 2WD 4C,,4D CUV 2.2L,SILVER,AUTO,Covers,AMERICAN,MEDIUM SUV,11333,35004,AL
75248,3/10/2010,2003,7,MITSUBISHI,MONTERO SPORT 2WD V6,XLS,4D SPORT UTILITY 3.5L XLS,WHITE,AUTO,Alloy,OTHER ASIAN,MEDIUM SUV,7568,35004,AL
75249,3/10/2010,2003,7,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L LS,GOLD,AUTO,Alloy,AMERICAN,MEDIUM SUV,8619,35004,AL
75250,3/10/2010,2005,5,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,WHITE,AUTO,Covers,AMERICAN,MEDIUM,7534,35004,AL
75251,3/10/2010,2006,4,KIA,OPTIMA V6,EX,4D SEDAN EX,WHITE,AUTO,Alloy,OTHER ASIAN,MEDIUM,9188,35004,AL
75252,3/10/2010,2005,5,FORD,ESCAPE 4WD V6,XLT,4D CUV 3.0L XLT,WHITE,AUTO,Alloy,AMERICAN,SMALL SUV,11506,35004,AL
75253,3/10/2010,2002,8,HYUNDAI,XG 350,Bas,4D SEDAN,WHITE,AUTO,Alloy,OTHER ASIAN,LARGE,5596,35004,AL
75254,3/10/2010,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,Covers,AMERICAN,LARGE,10938,35004,AL
75255,3/10/2010,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.9L,WHITE,AUTO,Alloy,AMERICAN,LARGE,13911,35004,AL
75256,3/10/2010,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,SILVER,AUTO,Covers,AMERICAN,MEDIUM,9587,35004,AL
75257,3/10/2010,2004,6,NISSAN,FRONTIER PICKUP 2WD,Bas,EXT CAB 2.4L XE,SILVER,MANUAL,Alloy,TOP LINE ASIAN,SMALL TRUCK,8686,35004,AL
75258,3/10/2010,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,BLACK,AUTO,Covers,AMERICAN,COMPACT,8467,35004,AL
75259,3/10/2010,2005,5,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,WHITE,AUTO,Alloy,AMERICAN,MEDIUM SUV,10385,35004,AL
75260,3/10/2010,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,SILVER,AUTO,Covers,AMERICAN,MEDIUM,8684,35004,AL
75261,3/10/2010,2005,5,DODGE,STRATUS V6,SXT,4D SEDAN,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,6806,35004,AL
75262,3/10/2010,2006,4,DODGE,MAGNUM V6,SE,WAGON 2.7L,BLACK,AUTO,Covers,AMERICAN,SPECIALTY,12513,35004,AL
75263,3/10/2010,2006,4,CHRYSLER,300,Lim,4D SEDAN,BLACK,AUTO,Alloy,AMERICAN,SPECIALTY,13581,35004,AL
75264,3/17/2010,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,GREY,AUTO,Alloy,AMERICAN,LARGE,11824,35004,AL
75265,3/17/2010,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,SILVER,AUTO,Covers,AMERICAN,LARGE,11723,35004,AL
75266,3/17/2010,2005,5,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,GREY,AUTO,Covers,AMERICAN,MEDIUM SUV,10372,35004,AL
75267,3/17/2010,2001,9,DODGE,DAKOTA PICKUP 2WD V6,Bas,REG CAB 3.9L,BLUE,AUTO,NULL,AMERICAN,SMALL TRUCK,7335,35004,AL
75268,3/17/2010,2006,4,CHEVROLET,HHR,LS,4D SUV 2.2L LS,ORANGE,AUTO,Covers,AMERICAN,MEDIUM,9403,35004,AL
75269,3/17/2010,2005,5,ISUZU,ASCENDER 2WD 6C,Lux,SPORT UTILITY,WHITE,AUTO,Alloy,OTHER ASIAN,MEDIUM SUV,10462,35004,AL
75270,3/17/2010,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,WHITE,AUTO,Covers,AMERICAN,MEDIUM,9581,35004,AL
75271,3/17/2010,2005,5,MAZDA,TRIBUTE 2WD V6,s,4D SPORT UTILITY S,BLACK,AUTO,Alloy,OTHER ASIAN,SMALL SUV,10783,35004,AL
75272,3/17/2010,2002,8,PONTIAC,GRAND AM 4C,SE,4D SEDAN SE1,GOLD,AUTO,Alloy,AMERICAN,MEDIUM,4626,35004,AL
75273,3/17/2010,2007,3,DODGE,DURANGO 2WD V8,Adv,4D SUV 4.7L FFV SLT,SILVER,AUTO,Alloy,AMERICAN,MEDIUM SUV,16310,35004,AL
75274,3/17/2010,2001,9,FORD,EXPLORER 2WD V6,Spo,2D SUV 4.0L SPORT,MAROON,AUTO,Alloy,AMERICAN,MEDIUM SUV,4951,35004,AL
75275,3/17/2010,2005,5,DODGE,DURANGO 2WD V8,ST,4D SUV 4.7L ST,SILVER,AUTO,Covers,AMERICAN,MEDIUM SUV,10340,35004,AL
75276,3/17/2010,2004,6,PONTIAC,GRAND PRIX,GT,4D SEDAN GT,RED,AUTO,Covers,AMERICAN,LARGE,7843,35004,AL
75277,3/17/2010,2005,5,HYUNDAI,TUCSON 2WD 4C,GL,4D CUV,BLUE,MANUAL,Alloy,OTHER ASIAN,SMALL SUV,10759,35004,AL
75278,3/17/2010,2006,4,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,BLUE,AUTO,Alloy,AMERICAN,MEDIUM SUV,13461,35004,AL
75279,3/24/2010,2005,5,MAZDA,MAZDA3,i,4D SEDAN I,SILVER,AUTO,Alloy,OTHER ASIAN,MEDIUM,9776,35004,AL
75280,3/24/2010,2007,3,TOYOTA,CAMRY 4C,LE,4D SEDAN CE,GOLD,AUTO,Covers,TOP LINE ASIAN,MEDIUM,14349,35004,AL
75281,3/24/2010,2005,5,TOYOTA,CAMRY 4C,Bas,4D SEDAN,SILVER,AUTO,Covers,TOP LINE ASIAN,MEDIUM,10756,35004,AL
75282,3/24/2010,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,RED,AUTO,Covers,AMERICAN,MEDIUM,10656,35004,AL
75283,3/24/2010,2006,4,JEEP,COMMANDER 4WD V8,Bas,4D WAGON,GREY,AUTO,Alloy,AMERICAN,LARGE SUV,18289,35004,AL
75284,3/24/2010,2006,4,TOYOTA,CAMRY 4C,Bas,4D SEDAN,RED,AUTO,Alloy,TOP LINE ASIAN,MEDIUM,11458,35004,AL
75285,3/24/2010,2005,5,KIA,OPTIMA V6,EX,4D SEDAN EX,SILVER,AUTO,Alloy,OTHER ASIAN,MEDIUM,5521,35004,AL
75286,3/24/2010,2005,5,BUICK,RENDEZVOUS FWD,CX,4D SUV CX,BLACK,AUTO,Covers,AMERICAN,MEDIUM SUV,9118,35004,AL
75287,3/24/2010,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,Covers,AMERICAN,MEDIUM,8581,35004,AL
75288,3/31/2010,2004,6,FORD,EXPLORER 4WD V6,Edd,4D SUV 4.0L EDDIE BAUER,BLUE,AUTO,Alloy,AMERICAN,MEDIUM SUV,13067,35004,AL
75289,3/31/2010,2007,3,PONTIAC,G6 4C,Bas,4D SEDAN,GREEN,AUTO,Covers,AMERICAN,MEDIUM,11512,35004,AL
75290,3/31/2010,2008,2,CHRYSLER,PACIFICA AWD,LX,4D SPORT,SILVER,AUTO,Covers,AMERICAN,CROSSOVER,12729,35004,AL
75291,3/31/2010,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,WHITE,AUTO,Covers,AMERICAN,LARGE,7069,35004,AL
75292,3/31/2010,2005,5,PONTIAC,GRAND AM V6,SE,4D SEDAN SE,RED,AUTO,Covers,AMERICAN,MEDIUM,6620,35004,AL
75293,3/31/2010,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,Covers,AMERICAN,LARGE,11304,35004,AL
75294,3/31/2010,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,GREEN,AUTO,Covers,AMERICAN,MEDIUM,7522,35004,AL
75295,3/31/2010,2007,3,CHRYSLER,TOWN & COUNTRY FWD V,Tou,MINIVAN 3.8L SXT,BLACK,AUTO,Alloy,AMERICAN,VAN,16417,35004,AL
75296,3/31/2010,2005,5,CHEVROLET,IMPALA,Bas,4D SEDAN,BLUE,AUTO,NULL,AMERICAN,LARGE,7125,35004,AL
75297,3/31/2010,2007,3,NISSAN,SENTRA,Bas,4D SEDAN,SILVER,AUTO,NULL,TOP LINE ASIAN,COMPACT,11207,35004,AL
75298,3/31/2010,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,SILVER,AUTO,Covers,AMERICAN,LARGE,11843,35004,AL
75299,4/7/2010,2007,3,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,BLACK,AUTO,Alloy,AMERICAN,LARGE,12085,35004,AL
75300,4/7/2010,2005,5,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,MAROON,AUTO,Alloy,AMERICAN,MEDIUM,8553,35004,AL
75301,4/7/2010,2004,6,DODGE,DURANGO 4WD V8,Lim,4D SUV 5.7L LIMITED,BLUE,AUTO,Alloy,AMERICAN,MEDIUM SUV,13295,35004,AL
75302,4/7/2010,2008,2,FORD,FUSION V6,SE,4D SEDAN SE,RED,AUTO,Alloy,AMERICAN,MEDIUM,15387,35004,AL
75303,4/7/2010,2007,3,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L SE,WHITE,AUTO,Covers,AMERICAN,VAN,10146,35004,AL
75304,4/7/2010,2008,2,PONTIAC,GRAND PRIX,Bas,4D SEDAN,WHITE,AUTO,Covers,AMERICAN,LARGE,12416,35004,AL
75305,4/7/2010,2008,2,SATURN,AURA V6,XR,4D SEDAN XR,GREY,AUTO,Alloy,AMERICAN,MEDIUM,16804,35004,AL
75306,4/7/2010,2007,3,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,MAROON,AUTO,Alloy,AMERICAN,LARGE,11569,35004,AL
75307,4/7/2010,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,SILVER,AUTO,Covers,AMERICAN,LARGE,11930,35004,AL
75308,4/7/2010,2007,3,MITSUBISHI,GALANT 4C,DE,4D SEDAN DE,SILVER,AUTO,Covers,OTHER ASIAN,MEDIUM,11596,35004,AL
75309,4/7/2010,2006,4,FORD,FOCUS,ZX4,4D SEDAN ZX4,SILVER,AUTO,Covers,AMERICAN,COMPACT,8344,35004,AL
75310,4/7/2010,2007,3,CHEVROLET,COBALT,LT,4D SEDAN LT,BLUE,AUTO,Covers,AMERICAN,COMPACT,10380,35004,AL
75311,4/7/2010,2007,3,FORD,FREESTYLE FWD V6,SEL,4D CUV 3.0L SEL,GREEN,AUTO,Alloy,AMERICAN,CROSSOVER,15756,35004,AL
75312,4/7/2010,2004,6,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,GREY,AUTO,Alloy,AMERICAN,MEDIUM,7850,35004,AL
75313,4/7/2010,2005,5,MAZDA,MAZDA6,s,4D SEDAN S,SILVER,AUTO,Alloy,OTHER ASIAN,MEDIUM,9787,35004,AL
75314,4/7/2010,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,GREY,AUTO,Alloy,AMERICAN,LARGE,11728,35004,AL
75315,4/7/2010,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,SILVER,AUTO,Covers,AMERICAN,MEDIUM,9433,35004,AL
75316,4/7/2010,2008,2,JEEP,COMPASS 2WD 4C,Spo,4D SUV SPORT 2.4L,BLUE,AUTO,Alloy,AMERICAN,SMALL SUV,13353,35004,AL
75317,4/7/2010,2005,5,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L LS,GREY,AUTO,Alloy,AMERICAN,VAN,9341,35004,AL
75318,4/14/2010,2007,3,FORD,FREESTYLE FWD V6,SEL,4D CUV 3.0L SEL,BLACK,AUTO,Alloy,AMERICAN,CROSSOVER,15756,35004,AL
75319,4/14/2010,2004,6,CHEVROLET,MALIBU 4C,Bas,4D SEDAN,GOLD,AUTO,Covers,AMERICAN,MEDIUM,7281,35004,AL
75320,4/14/2010,2006,4,PONTIAC,G6 V6,GT,4D SEDAN GT,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,11311,35004,AL
75321,4/14/2010,2007,3,CHRYSLER,PACIFICA AWD,Bas,4D SPORT,GREY,AUTO,Alloy,AMERICAN,CROSSOVER,12977,35004,AL
75322,4/21/2010,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LS,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,9926,35004,AL
75323,4/21/2010,2007,3,CHEVROLET,COBALT,LS,4D SEDAN LS,SILVER,AUTO,Covers,AMERICAN,COMPACT,8654,35004,AL
75324,4/21/2010,2007,3,NISSAN,SENTRA,Bas,4D SEDAN,SILVER,AUTO,Covers,TOP LINE ASIAN,COMPACT,11236,35004,AL
75325,4/21/2010,2003,7,CHRYSLER,PT CRUISER,Tou,4D SEDAN LIMITED,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,6712,35004,AL
75326,4/21/2010,2005,5,PONTIAC,GRAND PRIX,GT,4D SEDAN GT,BLUE,AUTO,Alloy,AMERICAN,LARGE,10076,35004,AL
75327,4/21/2010,2006,4,FORD,TAURUS,SE,4D SEDAN SE,GOLD,AUTO,Covers,AMERICAN,MEDIUM,7396,35004,AL
75328,4/21/2010,2007,3,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L,SILVER,AUTO,Alloy,AMERICAN,VAN,15838,35004,AL
75329,4/21/2010,2008,2,PONTIAC,G6 4C,Bas,4D SEDAN SE1,WHITE,AUTO,Covers,AMERICAN,MEDIUM,11656,35004,AL
75330,4/21/2010,2005,5,DODGE,STRATUS V6,SXT,4D SEDAN SE,MAROON,AUTO,Alloy,AMERICAN,MEDIUM,NULL,35004,AL
75331,4/21/2010,2008,2,VOLVO,S40,Bas,4D SEDAN 2.4I,BLACK,AUTO,Alloy,OTHER,SPECIALTY,16954,35004,AL
75332,4/21/2010,2007,3,PONTIAC,G6 V6,GT,4D SEDAN GT,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,12558,35004,AL
75333,4/21/2010,2006,4,FORD,FIVE HUNDRED,SE,4D SEDAN SE,GREEN,AUTO,Alloy,AMERICAN,LARGE,9319,35004,AL
75334,4/21/2010,2007,3,CHEVROLET,AVEO,LS,4D SEDAN LS,BLUE,MANUAL,Covers,AMERICAN,COMPACT,7998,35004,AL
75335,4/21/2010,2007,3,CHRYSLER,TOWN & COUNTRY 2WD V,Bas,MINIVAN 3.3L,GREY,AUTO,Covers,AMERICAN,VAN,11205,35004,AL
75336,4/21/2010,2007,3,CHEVROLET,COBALT,LT,2D COUPE LT,GREY,AUTO,Covers,AMERICAN,COMPACT,10342,35004,AL
75337,4/21/2010,2008,2,SATURN,AURA V6,XR,4D SEDAN XR,SILVER,AUTO,NULL,AMERICAN,MEDIUM,14958,35004,AL
75338,4/28/2010,2007,3,DODGE,CALIBER,Bas,4D WAGON,BLUE,AUTO,Covers,AMERICAN,MEDIUM,10389,35004,AL
75339,4/28/2010,2008,2,FORD,FUSION V6,SE,4D SEDAN SE,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,15132,35004,AL
75340,4/28/2010,2005,5,PONTIAC,GRAND PRIX,Bas,4D SEDAN,GREY,AUTO,Alloy,AMERICAN,LARGE,7193,35004,AL
75341,4/28/2010,2006,4,PONTIAC,GRAND PRIX,GT,4D SEDAN GT,BLACK,AUTO,Alloy,AMERICAN,LARGE,11531,35004,AL
75342,4/28/2010,2001,9,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,BLUE,AUTO,Covers,AMERICAN,VAN,5397,35004,AL
75343,4/28/2010,2008,2,SATURN,AURA V6,XR,4D SEDAN XR,SILVER,AUTO,NULL,AMERICAN,MEDIUM,15027,35004,AL
75344,4/28/2010,2003,7,FORD,TAURUS,SE,4D SEDAN SE,BLUE,AUTO,Alloy,AMERICAN,MEDIUM,5393,35004,AL
75345,4/28/2010,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,WHITE,AUTO,NULL,AMERICAN,MEDIUM,11255,35004,AL
75346,4/28/2010,2005,5,CHEVROLET,COBALT,Bas,2D COUPE,BLUE,AUTO,NULL,AMERICAN,COMPACT,7129,35004,AL
75347,4/28/2010,2006,4,DODGE,1500 RAM PICKUP 2WD,Lar,QUAD CAB 4.7L,WHITE,AUTO,Alloy,AMERICAN,LARGE TRUCK,14267,35004,AL
75348,4/28/2010,2007,3,CHEVROLET,HHR,LT,4D SUV 2.2L,MAROON,AUTO,Alloy,AMERICAN,MEDIUM,10525,35004,AL
75349,4/28/2010,2001,9,DODGE,DAKOTA PICKUP 2WD V6,Bas,REG CAB 3.9L,BLUE,AUTO,Alloy,AMERICAN,SMALL TRUCK,5498,35004,AL
75350,4/28/2010,2002,8,CHEVROLET,IMPALA,Bas,4D SEDAN,SILVER,AUTO,Covers,AMERICAN,LARGE,5875,35004,AL
75351,5/5/2010,2007,3,DODGE,MAGNUM V6,SE,WAGON 2.7L,GREY,AUTO,Covers,AMERICAN,SPECIALTY,13163,35004,AL
75352,5/5/2010,2004,6,MITSUBISHI,GALANT 4C,ES,4D SEDAN ES,MAROON,AUTO,Covers,OTHER ASIAN,MEDIUM,6614,35004,AL
75353,5/5/2010,2008,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.8L FFV,GREY,AUTO,Alloy,AMERICAN,LARGE,12384,35004,AL
75354,5/5/2010,2008,2,DODGE,DURANGO 2WD V8,SLT,4D SUV 4.7L SLT,SILVER,AUTO,Alloy,AMERICAN,MEDIUM SUV,18784,35004,AL
75355,5/5/2010,2007,3,DODGE,MAGNUM V6,SE,WAGON 2.7L,GREY,AUTO,Covers,AMERICAN,SPECIALTY,13467,35004,AL
75356,5/5/2010,2008,2,VOLVO,S40,Bas,4D SEDAN 2.4I,BLACK,AUTO,Alloy,OTHER,SPECIALTY,16777,35004,AL
75357,5/5/2010,2008,2,FORD,TAURUS,SEL,4D SEDAN SEL,BLACK,AUTO,Alloy,AMERICAN,MEDIUM,14648,35004,AL
75358,5/5/2010,2006,4,PONTIAC,TORRENT FWD V6,,4D WAGON,BLUE,AUTO,Alloy,AMERICAN,MEDIUM SUV,12917,35004,AL
75359,10/21/2009,2004,5,DODGE,STRATUS V6 2.7L V6 M,SE,4D SEDAN SE,BLUE,AUTO,Covers,AMERICAN,MEDIUM,6160,30212,GA
75360,10/21/2009,2004,5,CHRYSLER,PT CRUISER 2.4L I4 S,Lim,4D SEDAN LIMITED,GREY,AUTO,Alloy,AMERICAN,MEDIUM,7801,30212,GA
75361,10/21/2009,2003,6,CHEVROLET,VENTURE FWD V6 3.4L,Bas,PASSENGER EXT 3.4L,BROWN,AUTO,Alloy,AMERICAN,VAN,6325,30212,GA
75362,10/21/2009,2006,3,MAZDA,MAZDA6 3.0L V6 MFI /,s,4D SEDAN S,SILVER,AUTO,Alloy,OTHER ASIAN,MEDIUM,11604,30212,GA
75363,10/21/2009,2005,4,PONTIAC,GRAND AM V6 3.4L V6,SE,4D SEDAN SE,GREY,AUTO,Covers,AMERICAN,MEDIUM,6863,30212,GA
75364,10/21/2009,2005,4,FORD,FIVE HUNDRED 3.0L V6,SEL,4D SEDAN SEL,GREEN,AUTO,Alloy,AMERICAN,LARGE,10145,30212,GA
75365,10/21/2009,2005,4,FORD,FIVE HUNDRED 3.0L V6,Lim,4D SEDAN LIMITED,WHITE,AUTO,Alloy,AMERICAN,LARGE,11095,30212,GA
75366,10/28/2009,2005,4,CHEVROLET,MALIBU V6 3.5L V6 SF,Bas,4D SEDAN,SILVER,AUTO,Covers,AMERICAN,MEDIUM,7031,30212,GA
75367,10/28/2009,2005,4,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN ZX4,WHITE,MANUAL,Covers,AMERICAN,COMPACT,7515,30212,GA
75368,10/28/2009,2007,2,FORD,TAURUS 3.0L V6 SFI,SE,4D SEDAN SE,RED,AUTO,Alloy,AMERICAN,MEDIUM,8749,30212,GA
75369,10/28/2009,2006,3,DODGE,MAGNUM V6 2.7L V6 MP,SE,WAGON 2.7L,BLUE,AUTO,Covers,AMERICAN,SPECIALTY,10728,30212,GA
75370,10/28/2009,2006,3,HYUNDAI,ELANTRA 2.0L I4 MPI,GLS,4D SEDAN,WHITE,AUTO,Covers,OTHER ASIAN,MEDIUM,8465,30212,GA
75371,10/28/2009,2005,4,BUICK,LACROSSE 3.8L V6 SFI,CXL,4D SEDAN CXL,RED,AUTO,Alloy,AMERICAN,LARGE,11610,30212,GA
75372,10/28/2009,2004,5,CHRYSLER,PACIFICA FWD 3.5L V6,,4D SPORT TOURER,RED,AUTO,Alloy,AMERICAN,CROSSOVER,9524,30212,GA
75373,10/28/2009,2007,2,PONTIAC,G6 V6 3.5L V6 SFI,Bas,4D SEDAN SE1,GOLD,AUTO,Alloy,AMERICAN,MEDIUM,11560,30212,GA
75374,10/28/2009,2005,4,PONTIAC,GRAND AM 4C 2.2L I4,SE,4D SEDAN SE,WHITE,AUTO,Alloy,AMERICAN,MEDIUM,6222,30212,GA
75375,10/28/2009,2004,5,MAZDA,TRIBUTE 2WD V6 3.0L,ES,4D SPORT UTILITY ES,GREEN,AUTO,Alloy,OTHER ASIAN,SMALL SUV,9781,30212,GA
75376,10/28/2009,2004,5,CHEVROLET,CAVALIER 4C 2.2L I4,Bas,2D COUPE,RED,AUTO,Covers,AMERICAN,COMPACT,5244,30212,GA
